source_gene_id	canonical_gene_id	mapping_status	mapping_rule	mapping_source	target_label
FGRAMPH1_01G01009	fgraminearum::FGRAMPH1_01G01009	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01069	fgraminearum::FGRAMPH1_01G01069	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01085	fgraminearum::FGRAMPH1_01G01085	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01213	fgraminearum::FGRAMPH1_01G01213	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01227	fgraminearum::FGRAMPH1_01G01227	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01289	fgraminearum::FGRAMPH1_01G01289	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01311	fgraminearum::FGRAMPH1_01G01311	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01355	fgraminearum::FGRAMPH1_01G01355	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01385	fgraminearum::FGRAMPH1_01G01385	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01439	fgraminearum::FGRAMPH1_01G01439	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01461	fgraminearum::FGRAMPH1_01G01461	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01477	fgraminearum::FGRAMPH1_01G01477	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01601	fgraminearum::FGRAMPH1_01G01601	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01655	fgraminearum::FGRAMPH1_01G01655	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01679	fgraminearum::FGRAMPH1_01G01679	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01705	fgraminearum::FGRAMPH1_01G01705	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01733	fgraminearum::FGRAMPH1_01G01733	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01763	fgraminearum::FGRAMPH1_01G01763	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01771	fgraminearum::FGRAMPH1_01G01771	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01801	fgraminearum::FGRAMPH1_01G01801	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01821	fgraminearum::FGRAMPH1_01G01821	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01847	fgraminearum::FGRAMPH1_01G01847	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G01871	fgraminearum::FGRAMPH1_01G01871	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02007	fgraminearum::FGRAMPH1_01G02007	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02085	fgraminearum::FGRAMPH1_01G02085	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02133	fgraminearum::FGRAMPH1_01G02133	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02169	fgraminearum::FGRAMPH1_01G02169	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02181	fgraminearum::FGRAMPH1_01G02181	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02345	fgraminearum::FGRAMPH1_01G02345	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02349	fgraminearum::FGRAMPH1_01G02349	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02393	fgraminearum::FGRAMPH1_01G02393	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02507	fgraminearum::FGRAMPH1_01G02507	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02563	fgraminearum::FGRAMPH1_01G02563	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02659	fgraminearum::FGRAMPH1_01G02659	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02759	fgraminearum::FGRAMPH1_01G02759	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02825	fgraminearum::FGRAMPH1_01G02825	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02919	fgraminearum::FGRAMPH1_01G02919	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02933	fgraminearum::FGRAMPH1_01G02933	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02945	fgraminearum::FGRAMPH1_01G02945	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G02967	fgraminearum::FGRAMPH1_01G02967	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03033	fgraminearum::FGRAMPH1_01G03033	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03055	fgraminearum::FGRAMPH1_01G03055	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03073	fgraminearum::FGRAMPH1_01G03073	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03147	fgraminearum::FGRAMPH1_01G03147	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03195	fgraminearum::FGRAMPH1_01G03195	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03201	fgraminearum::FGRAMPH1_01G03201	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03235	fgraminearum::FGRAMPH1_01G03235	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03247	fgraminearum::FGRAMPH1_01G03247	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03277	fgraminearum::FGRAMPH1_01G03277	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03307	fgraminearum::FGRAMPH1_01G03307	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03329	fgraminearum::FGRAMPH1_01G03329	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03337	fgraminearum::FGRAMPH1_01G03337	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03365	fgraminearum::FGRAMPH1_01G03365	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03379	fgraminearum::FGRAMPH1_01G03379	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03505	fgraminearum::FGRAMPH1_01G03505	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03545	fgraminearum::FGRAMPH1_01G03545	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03595	fgraminearum::FGRAMPH1_01G03595	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03681	fgraminearum::FGRAMPH1_01G03681	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03731	fgraminearum::FGRAMPH1_01G03731	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G03793	fgraminearum::FGRAMPH1_01G03793	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04003	fgraminearum::FGRAMPH1_01G04003	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04053	fgraminearum::FGRAMPH1_01G04053	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04197	fgraminearum::FGRAMPH1_01G04197	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04285	fgraminearum::FGRAMPH1_01G04285	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04287	fgraminearum::FGRAMPH1_01G04287	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04429	fgraminearum::FGRAMPH1_01G04429	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04445	fgraminearum::FGRAMPH1_01G04445	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04569	fgraminearum::FGRAMPH1_01G04569	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04643	fgraminearum::FGRAMPH1_01G04643	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04739	fgraminearum::FGRAMPH1_01G04739	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04769	fgraminearum::FGRAMPH1_01G04769	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04861	fgraminearum::FGRAMPH1_01G04861	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04863	fgraminearum::FGRAMPH1_01G04863	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G04933	fgraminearum::FGRAMPH1_01G04933	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05009	fgraminearum::FGRAMPH1_01G05009	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05041	fgraminearum::FGRAMPH1_01G05041	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05339	fgraminearum::FGRAMPH1_01G05339	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05577	fgraminearum::FGRAMPH1_01G05577	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05925	fgraminearum::FGRAMPH1_01G05925	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05927	fgraminearum::FGRAMPH1_01G05927	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G05981	fgraminearum::FGRAMPH1_01G05981	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06021	fgraminearum::FGRAMPH1_01G06021	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06045	fgraminearum::FGRAMPH1_01G06045	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06047	fgraminearum::FGRAMPH1_01G06047	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06065	fgraminearum::FGRAMPH1_01G06065	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06117	fgraminearum::FGRAMPH1_01G06117	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06223	fgraminearum::FGRAMPH1_01G06223	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06273	fgraminearum::FGRAMPH1_01G06273	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06289	fgraminearum::FGRAMPH1_01G06289	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06337	fgraminearum::FGRAMPH1_01G06337	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06369	fgraminearum::FGRAMPH1_01G06369	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06371	fgraminearum::FGRAMPH1_01G06371	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06513	fgraminearum::FGRAMPH1_01G06513	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06521	fgraminearum::FGRAMPH1_01G06521	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06709	fgraminearum::FGRAMPH1_01G06709	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06717	fgraminearum::FGRAMPH1_01G06717	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06787	fgraminearum::FGRAMPH1_01G06787	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06799	fgraminearum::FGRAMPH1_01G06799	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06811	fgraminearum::FGRAMPH1_01G06811	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G06831	fgraminearum::FGRAMPH1_01G06831	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07007	fgraminearum::FGRAMPH1_01G07007	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07073	fgraminearum::FGRAMPH1_01G07073	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07127	fgraminearum::FGRAMPH1_01G07127	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07133	fgraminearum::FGRAMPH1_01G07133	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07179	fgraminearum::FGRAMPH1_01G07179	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07195	fgraminearum::FGRAMPH1_01G07195	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07201	fgraminearum::FGRAMPH1_01G07201	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07211	fgraminearum::FGRAMPH1_01G07211	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07253	fgraminearum::FGRAMPH1_01G07253	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07261	fgraminearum::FGRAMPH1_01G07261	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07271	fgraminearum::FGRAMPH1_01G07271	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07355	fgraminearum::FGRAMPH1_01G07355	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07385	fgraminearum::FGRAMPH1_01G07385	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07419	fgraminearum::FGRAMPH1_01G07419	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07427	fgraminearum::FGRAMPH1_01G07427	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07467	fgraminearum::FGRAMPH1_01G07467	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07487	fgraminearum::FGRAMPH1_01G07487	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07533	fgraminearum::FGRAMPH1_01G07533	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07591	fgraminearum::FGRAMPH1_01G07591	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07619	fgraminearum::FGRAMPH1_01G07619	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07645	fgraminearum::FGRAMPH1_01G07645	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07703	fgraminearum::FGRAMPH1_01G07703	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07773	fgraminearum::FGRAMPH1_01G07773	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07795	fgraminearum::FGRAMPH1_01G07795	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07891	fgraminearum::FGRAMPH1_01G07891	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07915	fgraminearum::FGRAMPH1_01G07915	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07959	fgraminearum::FGRAMPH1_01G07959	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G07971	fgraminearum::FGRAMPH1_01G07971	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08153	fgraminearum::FGRAMPH1_01G08153	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08269	fgraminearum::FGRAMPH1_01G08269	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08281	fgraminearum::FGRAMPH1_01G08281	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08303	fgraminearum::FGRAMPH1_01G08303	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08305	fgraminearum::FGRAMPH1_01G08305	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08337	fgraminearum::FGRAMPH1_01G08337	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08389	fgraminearum::FGRAMPH1_01G08389	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08565	fgraminearum::FGRAMPH1_01G08565	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G08845	fgraminearum::FGRAMPH1_01G08845	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09029	fgraminearum::FGRAMPH1_01G09029	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09193	fgraminearum::FGRAMPH1_01G09193	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09259	fgraminearum::FGRAMPH1_01G09259	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09301	fgraminearum::FGRAMPH1_01G09301	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09815	fgraminearum::FGRAMPH1_01G09815	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09843	fgraminearum::FGRAMPH1_01G09843	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G09863	fgraminearum::FGRAMPH1_01G09863	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10037	fgraminearum::FGRAMPH1_01G10037	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10041	fgraminearum::FGRAMPH1_01G10041	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10051	fgraminearum::FGRAMPH1_01G10051	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10071	fgraminearum::FGRAMPH1_01G10071	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10185	fgraminearum::FGRAMPH1_01G10185	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10189	fgraminearum::FGRAMPH1_01G10189	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10289	fgraminearum::FGRAMPH1_01G10289	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10339	fgraminearum::FGRAMPH1_01G10339	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10397	fgraminearum::FGRAMPH1_01G10397	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10407	fgraminearum::FGRAMPH1_01G10407	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10441	fgraminearum::FGRAMPH1_01G10441	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10493	fgraminearum::FGRAMPH1_01G10493	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10563	fgraminearum::FGRAMPH1_01G10563	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10579	fgraminearum::FGRAMPH1_01G10579	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10607	fgraminearum::FGRAMPH1_01G10607	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10651	fgraminearum::FGRAMPH1_01G10651	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10657	fgraminearum::FGRAMPH1_01G10657	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10683	fgraminearum::FGRAMPH1_01G10683	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10701	fgraminearum::FGRAMPH1_01G10701	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
FGRAMPH1_01G10781	fgraminearum::FGRAMPH1_01G10781	matched	raw_gene_exact_match	gene_list.txt -> raw_gene_id -> canonical_gene_id	1
