gene_id	split	split_source	split_strategy	random_seed
WBGene00007000	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007012	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007017	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007117	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007124	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007184	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007192	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007501	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007564	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007586	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007587	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007712	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007880	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00007959	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008002	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008149	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008164	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008262	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008338	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008340	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008380	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008386	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008428	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008452	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008455	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008506	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008546	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008639	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008642	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008683	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008722	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008769	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008857	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008920	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00008948	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009006	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009051	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009092	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009103	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009223	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009287	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009289	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009329	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009342	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009353	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009368	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009454	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009477	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009542	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009587	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009664	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009671	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009672	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009712	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009926	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009966	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00009969	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010015	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010093	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010097	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010260	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010326	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010351	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010405	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010419	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010496	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010609	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010624	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010629	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010638	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010665	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010766	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010785	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010809	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010812	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00010844	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011015	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011058	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011142	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011273	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011325	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011334	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011350	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011510	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011605	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011631	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011634	test	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011637	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011638	train	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011641	val	ProGATE_v2_stratified_rebuild	70/15/15	42
WBGene00011722	train	ProGATE_v2_stratified_rebuild	70/15/15	42
