protocol_name	species	regime	data_key	canonical_gene_id	graph_gene_id	source_gene_id	label	label_text	label_status	label_source_project	label_source_file	source_manifest	positive_definition	notes	is_mainline_protocol	protocol_version
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0000559	FBgn0000559	FBgn0000559	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0000611	FBgn0000611	FBgn0000611	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0000810	FBgn0000810	FBgn0000810	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001090	FBgn0001090	FBgn0001090	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001138	FBgn0001138	FBgn0001138	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001147	FBgn0001147	FBgn0001147	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001170	FBgn0001170	FBgn0001170	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001308	FBgn0001308	FBgn0001308	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001311	FBgn0001311	FBgn0001311	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001330	FBgn0001330	FBgn0001330	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0001942	FBgn0001942	FBgn0001942	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002044	FBgn0002044	FBgn0002044	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002284	FBgn0002284	FBgn0002284	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002565	FBgn0002565	FBgn0002565	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002573	FBgn0002573	FBgn0002573	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002592	FBgn0002592	FBgn0002592	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002609	FBgn0002609	FBgn0002609	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002873	FBgn0002873	FBgn0002873	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0002930	FBgn0002930	FBgn0002930	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003002	FBgn0003002	FBgn0003002	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003042	FBgn0003042	FBgn0003042	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003275	FBgn0003275	FBgn0003275	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003279	FBgn0003279	FBgn0003279	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003292	FBgn0003292	FBgn0003292	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003310	FBgn0003310	FBgn0003310	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003330	FBgn0003330	FBgn0003330	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003495	FBgn0003495	FBgn0003495	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003507	FBgn0003507	FBgn0003507	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003512	FBgn0003512	FBgn0003512	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003520	FBgn0003520	FBgn0003520	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003654	FBgn0003654	FBgn0003654	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003655	FBgn0003655	FBgn0003655	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003676	FBgn0003676	FBgn0003676	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003687	FBgn0003687	FBgn0003687	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003701	FBgn0003701	FBgn0003701	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003719	FBgn0003719	FBgn0003719	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003733	FBgn0003733	FBgn0003733	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003885	FBgn0003885	FBgn0003885	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0003942	FBgn0003942	FBgn0003942	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004107	FBgn0004107	FBgn0004107	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004407	FBgn0004407	FBgn0004407	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004574	FBgn0004574	FBgn0004574	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004638	FBgn0004638	FBgn0004638	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004654	FBgn0004654	FBgn0004654	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004795	FBgn0004795	FBgn0004795	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004862	FBgn0004862	FBgn0004862	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004868	FBgn0004868	FBgn0004868	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004870	FBgn0004870	FBgn0004870	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004880	FBgn0004880	FBgn0004880	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004889	FBgn0004889	FBgn0004889	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0004926	FBgn0004926	FBgn0004926	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0005386	FBgn0005386	FBgn0005386	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0005533	FBgn0005533	FBgn0005533	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0005638	FBgn0005638	FBgn0005638	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0005655	FBgn0005655	FBgn0005655	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0005666	FBgn0005666	FBgn0005666	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0005671	FBgn0005671	FBgn0005671	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0008635	FBgn0008635	FBgn0008635	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0008636	FBgn0008636	FBgn0008636	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010265	FBgn0010265	FBgn0010265	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010323	FBgn0010323	FBgn0010323	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010380	FBgn0010380	FBgn0010380	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010431	FBgn0010431	FBgn0010431	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010590	FBgn0010590	FBgn0010590	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010612	FBgn0010612	FBgn0010612	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010622	FBgn0010622	FBgn0010622	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010909	FBgn0010909	FBgn0010909	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0010926	FBgn0010926	FBgn0010926	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011205	FBgn0011205	FBgn0011205	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011236	FBgn0011236	FBgn0011236	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011284	FBgn0011284	FBgn0011284	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011335	FBgn0011335	FBgn0011335	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011336	FBgn0011336	FBgn0011336	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011739	FBgn0011739	FBgn0011739	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
dmelanogaster	dmelanogaster	standard	melanogaster	FBgn0011762	FBgn0011762	FBgn0011762	1	essential	frozen	merged	bingo:melanogaster/orig_sample_list/gene_list.txt|epgat:melanogaster/EssentialGenes/Essential_NR_list.txt	data/processed/essential_gene/melanogaster/labels.standard.tsv	essential		True	frozen_protocol_v1
