node_id	species	protocol	label	split	n_seeds_observed	mean_delta_probability	std_delta_probability	mean_baseline_probability	mean_esm2_probability	mean_baseline_pred_label	mean_esm2_pred_label	FN_persistent	FN_to_TP_rescued	FP_persistent	FP_to_TN_corrected	TN_stable	TN_to_FP_regressed	TP_stable	TP_to_FN_regressed	fn_to_tp_rescued_count	fn_to_tp_rescued_frequency	fn_to_tp_rescued_stable_ge2	fp_to_tn_corrected_count	fp_to_tn_corrected_frequency	fp_to_tn_corrected_stable_ge2	persistent_fn_count	persistent_fn_frequency	persistent_fn_stable_ge2	persistent_fp_count	persistent_fp_frequency	persistent_fp_stable_ge2	rescue_count	rescue_frequency	stable_rescued_ge2	confidence_tier	essential_neighbor_fraction_bio_input	essential_neighbor_fraction_bio_esm2_input	essential_neighbor_fraction_bio_hidden	essential_neighbor_fraction_bio_esm2_hidden	seed	k_neighbors
FGRAMPH1_01G00983	fgraminearum	fgraminearum_newlabel	1	test	5	0.030354356765747	0.003412683289357	0.9587967395782472	0.989151096343994	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.7333333333333333	0.4666666666666667	0.8	0.4666666666666667	1029	15
FGRAMPH1_01G01163	fgraminearum	fgraminearum_newlabel	1	test	5	0.0338796019554138	0.0089103018217785	0.9508293151855468	0.9847089171409606	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.5333333333333333	0.4666666666666667	0.7333333333333333	0.5333333333333333	1029	15
FGRAMPH1_01G01299	fgraminearum	fgraminearum_newlabel	1	test	5	0.0408267021179199	0.0141981187727096	0.9241831302642822	0.9650098323822022	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.26666666666666666	0.3333333333333333	0.6	1029	15
FGRAMPH1_01G01397	fgraminearum	fgraminearum_newlabel	1	test	5	-0.4571772053837776	0.2487275925925162	0.9447198033332824	0.4875425979495048	1.0	0.6	0	0	0	0	0	0	3	2	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.26666666666666666	0.4	0.13333333333333333	1029	15
FGRAMPH1_01G01445	fgraminearum	fgraminearum_newlabel	1	test	5	0.0522028595209121	0.2761209690796936	0.2832762032747268	0.335479062795639	0.0	0.4	3	2	0	0	0	0	0	0	2	0.4	True	0	0.0	False	3	0.6	True	0	0.0	False	2	0.4	True	stable_rescued	0.0	0.13333333333333333	0.06666666666666667	0.06666666666666667	1029	15
FGRAMPH1_01G01521	fgraminearum	fgraminearum_newlabel	1	test	5	-0.1523886341499746	0.1476845611329973	0.2510254889726638	0.0986368548226891	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.0	0.2	0.0	1029	15
FGRAMPH1_01G01549	fgraminearum	fgraminearum_newlabel	1	test	5	0.2261943459510803	0.0535410715942878	0.6094466567039489	0.8356410026550293	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.3333333333333333	0.26666666666666666	0.3333333333333333	1029	15
FGRAMPH1_01G01853	fgraminearum	fgraminearum_newlabel	1	test	5	0.0317112803459167	0.0052410049095479	0.9545469522476197	0.9862582325935364	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.6666666666666666	0.3333333333333333	0.8	0.7333333333333333	1029	15
FGRAMPH1_01G01881	fgraminearum	fgraminearum_newlabel	1	test	5	-0.2606834053993225	0.1586533312496538	0.8867559552192688	0.6260725498199463	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.26666666666666666	0.6	0.4666666666666667	1029	15
FGRAMPH1_01G01907	fgraminearum	fgraminearum_newlabel	1	test	5	0.0149190902709961	0.0144839489991138	0.9573508858680724	0.9722699761390686	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.3333333333333333	0.26666666666666666	0.5333333333333333	0.6	1029	15
FGRAMPH1_01G01959	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0575175046920776	0.0421501052572155	0.8959198713302612	0.8384023666381836	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.3333333333333333	0.3333333333333333	0.4	0.26666666666666666	1029	15
FGRAMPH1_01G02111	fgraminearum	fgraminearum_newlabel	1	test	5	0.0112410902976989	0.0044986519777918	0.9839759588241576	0.9952170491218568	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.7333333333333333	0.3333333333333333	0.8666666666666667	0.7333333333333333	1029	15
FGRAMPH1_01G02179	fgraminearum	fgraminearum_newlabel	1	test	5	0.0576730966567993	0.0394756342237465	0.8759480834007263	0.9336211800575256	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.4666666666666667	0.2	0.26666666666666666	1029	15
FGRAMPH1_01G02181	fgraminearum	fgraminearum_newlabel	1	test	5	-0.1489608526229858	0.0824925221873137	0.8725971937179565	0.7236363410949707	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.06666666666666667	0.4	0.4	1029	15
FGRAMPH1_01G02183	fgraminearum	fgraminearum_newlabel	1	test	5	0.1596627034246921	0.1747397969266426	0.1879669517278671	0.3476296551525592	0.0	0.2	4	1	0	0	0	0	0	0	1	0.2	False	0	0.0	False	4	0.8	True	0	0.0	False	1	0.2	False	seed_specific_rescued	0.0	0.2	0.0	0.2	1029	15
FGRAMPH1_01G02189	fgraminearum	fgraminearum_newlabel	1	test	5	0.0195929884910583	0.0121777531571509	0.9380755662918092	0.9576685547828674	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.4	0.7333333333333333	0.6	1029	15
FGRAMPH1_01G02193	fgraminearum	fgraminearum_newlabel	1	test	5	0.3013048768043518	0.042638350620211	0.673629641532898	0.9749345183372498	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.2	0.6	0.4	1029	15
FGRAMPH1_01G02297	fgraminearum	fgraminearum_newlabel	1	test	5	-0.4940060257911682	0.0719465399862708	0.610960865020752	0.1169548392295836	1.0	0.0	0	0	0	0	0	0	0	5	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.13333333333333333	0.13333333333333333	0.13333333333333333	1029	15
FGRAMPH1_01G02345	fgraminearum	fgraminearum_newlabel	1	test	5	0.207401692867279	0.0470307733567612	0.5838299512863159	0.7912316441535949	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.3333333333333333	0.4	0.4666666666666667	1029	15
FGRAMPH1_01G02659	fgraminearum	fgraminearum_newlabel	1	test	5	-0.4482310980558395	0.2016084636625602	0.8555055141448975	0.4072744160890579	1.0	0.2	0	0	0	0	0	0	1	4	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.06666666666666667	0.3333333333333333	0.06666666666666667	1029	15
FGRAMPH1_01G02817	fgraminearum	fgraminearum_newlabel	1	test	5	0.083966565132141	0.070383855470275	0.8277517676353454	0.9117183327674866	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.26666666666666666	0.5333333333333333	0.3333333333333333	1029	15
FGRAMPH1_01G02825	fgraminearum	fgraminearum_newlabel	1	test	5	0.0612146377563476	0.0285240433911908	0.8003415942192078	0.8615562319755554	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.26666666666666666	0.3333333333333333	0.13333333333333333	1029	15
FGRAMPH1_01G02879	fgraminearum	fgraminearum_newlabel	1	test	5	0.1192751765251159	0.0533502386996041	0.819118070602417	0.9383932471275328	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.6	0.2	0.4	1029	15
FGRAMPH1_01G02881	fgraminearum	fgraminearum_newlabel	1	test	5	0.1042958378791809	0.0811606233267552	0.6629245400428772	0.7672203779220581	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.0	0.13333333333333333	0.06666666666666667	0.0	1029	15
FGRAMPH1_01G02969	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0246766149997711	0.2180955196840447	0.7469302773475647	0.7222536623477935	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.3333333333333333	0.13333333333333333	0.3333333333333333	0.3333333333333333	1029	15
FGRAMPH1_01G02997	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0011927723884582	0.1786316390391234	0.6949931621551514	0.6938003897666931	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.3333333333333333	0.3333333333333333	0.4	1029	15
FGRAMPH1_01G03015	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0952109273523092	0.0513529391341043	0.1846242070198059	0.0894132796674966	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.13333333333333333	0.06666666666666667	0.06666666666666667	1029	15
FGRAMPH1_01G03075	fgraminearum	fgraminearum_newlabel	1	test	5	0.0154671192169189	0.0316526583684383	0.8878488302230835	0.9033159494400024	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.26666666666666666	0.26666666666666666	0.26666666666666666	1029	15
FGRAMPH1_01G03081	fgraminearum	fgraminearum_newlabel	1	test	5	-0.089186392724514	0.2239883296686239	0.5708908677101135	0.4817044749855995	0.8	0.6	0	1	0	0	0	0	2	2	1	0.2	False	0	0.0	False	0	0.0	False	0	0.0	False	1	0.2	False	seed_specific_rescued	0.13333333333333333	0.13333333333333333	0.2	0.06666666666666667	1029	15
FGRAMPH1_01G03175	fgraminearum	fgraminearum_newlabel	1	test	5	-0.1911091089248657	0.0747274771663813	0.8647894501686096	0.6736803412437439	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.0	0.13333333333333333	0.13333333333333333	1029	15
FGRAMPH1_01G03189	fgraminearum	fgraminearum_newlabel	1	test	5	-0.033872503042221	0.1990852295533661	0.7853700160980225	0.7514975130558014	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.4	0.3333333333333333	0.4666666666666667	1029	15
FGRAMPH1_01G03195	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0081884622573852	0.0125869548824474	0.976748478412628	0.9685600161552428	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.8	0.8	0.8666666666666667	0.9333333333333333	1029	15
FGRAMPH1_01G03297	fgraminearum	fgraminearum_newlabel	1	test	5	0.0981313109397888	0.0701510109018984	0.7265419602394104	0.8246732711791992	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.13333333333333333	0.3333333333333333	0.3333333333333333	1029	15
FGRAMPH1_01G03411	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0166883349418639	0.017823525915359	0.9815125703811646	0.9648242354393004	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.4	0.4666666666666667	0.8	0.5333333333333333	1029	15
FGRAMPH1_01G03565	fgraminearum	fgraminearum_newlabel	1	test	5	0.1229595422744751	0.0301324919897364	0.8358514428138732	0.9588109850883484	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.26666666666666666	0.4666666666666667	0.5333333333333333	1029	15
FGRAMPH1_01G03595	fgraminearum	fgraminearum_newlabel	1	test	5	0.0099945306777953	0.0612128794243009	0.8706075310707092	0.8806020617485046	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.26666666666666666	0.26666666666666666	0.4666666666666667	1029	15
FGRAMPH1_01G03665	fgraminearum	fgraminearum_newlabel	1	test	5	0.3050779059529304	0.2690679719795755	0.16276795566082	0.4678458616137504	0.0	0.4	3	2	0	0	0	0	0	0	2	0.4	True	0	0.0	False	3	0.6	True	0	0.0	False	2	0.4	True	stable_rescued	0.0	0.2	0.0	0.26666666666666666	1029	15
FGRAMPH1_01G03683	fgraminearum	fgraminearum_newlabel	1	test	5	0.2435783326625824	0.1922927080167094	0.5884146630764008	0.8319929957389831	0.8	1.0	0	1	0	0	0	0	4	0	1	0.2	False	0	0.0	False	0	0.0	False	0	0.0	False	1	0.2	False	seed_specific_rescued	0.4	0.4	0.3333333333333333	0.5333333333333333	1029	15
FGRAMPH1_01G03685	fgraminearum	fgraminearum_newlabel	1	test	5	-0.3077154725790024	0.1866695879604965	0.8558887124061585	0.548173239827156	1.0	0.8	0	0	0	0	0	0	4	1	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.3333333333333333	0.5333333333333333	0.4666666666666667	1029	15
FGRAMPH1_01G03715	fgraminearum	fgraminearum_newlabel	1	test	5	0.5762251317501069	0.0368148489560935	0.3938554465770721	0.970080578327179	0.0	1.0	0	5	0	0	0	0	0	0	5	1.0	True	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	high_confidence_rescued	0.06666666666666667	0.26666666666666666	0.13333333333333333	0.4	1029	15
FGRAMPH1_01G03819	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0846815286204218	0.139257401685742	0.188923293352127	0.1042417647317051	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.0	0.06666666666666667	0.06666666666666667	1029	15
FGRAMPH1_01G03965	fgraminearum	fgraminearum_newlabel	1	test	5	0.0250378459692001	0.2768812434116508	0.5681091487407685	0.5931469947099686	0.8	0.8	0	1	0	0	0	0	3	1	1	0.2	False	0	0.0	False	0	0.0	False	0	0.0	False	1	0.2	False	seed_specific_rescued	0.0	0.06666666666666667	0.26666666666666666	0.5333333333333333	1029	15
FGRAMPH1_01G04531	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0154891490936279	0.0224904998502773	0.8850878238677978	0.86959867477417	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.6666666666666666	0.5333333333333333	0.5333333333333333	1029	15
FGRAMPH1_01G04635	fgraminearum	fgraminearum_newlabel	1	test	5	0.646522656083107	0.0221738114770114	0.2691878050565719	0.9157104611396788	0.0	1.0	0	5	0	0	0	0	0	0	5	1.0	True	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	high_confidence_rescued	0.06666666666666667	0.5333333333333333	0.06666666666666667	0.4	1029	15
FGRAMPH1_01G05279	fgraminearum	fgraminearum_newlabel	1	test	5	0.0047874689102173	0.0446215652460841	0.9270159244537354	0.9318033933639528	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.0	0.3333333333333333	0.26666666666666666	0.4	1029	15
FGRAMPH1_01G06013	fgraminearum	fgraminearum_newlabel	1	test	5	0.5222152587695745	0.204470385135033	0.0839489582256646	0.6061642169952393	0.0	0.6	2	3	0	0	0	0	0	0	3	0.6	True	0	0.0	False	2	0.4	True	0	0.0	False	3	0.6	True	stable_rescued	0.0	0.3333333333333333	0.06666666666666667	0.13333333333333333	1029	15
FGRAMPH1_01G06079	fgraminearum	fgraminearum_newlabel	1	test	5	0.1503697752952575	0.0343023011391251	0.7663316011428833	0.9167013764381408	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.3333333333333333	0.3333333333333333	0.26666666666666666	0.6	1029	15
FGRAMPH1_01G06103	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0336344957351685	0.0192314988583163	0.9478230357170104	0.914188539981842	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.26666666666666666	0.6666666666666666	0.6	0.3333333333333333	1029	15
FGRAMPH1_01G06105	fgraminearum	fgraminearum_newlabel	1	test	5	0.2168673038482666	0.0724323197842478	0.6719412565231323	0.8888085603713989	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.26666666666666666	0.3333333333333333	0.3333333333333333	1029	15
FGRAMPH1_01G06129	fgraminearum	fgraminearum_newlabel	1	test	5	0.0663216114044189	0.0156830488493281	0.922318983078003	0.988640594482422	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.4666666666666667	0.8	0.8666666666666667	1029	15
FGRAMPH1_01G06141	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0043856382369995	0.0035849662263399	0.9701686382293702	0.9657829999923706	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.8666666666666667	0.5333333333333333	0.9333333333333333	0.6666666666666666	1029	15
FGRAMPH1_01G06145	fgraminearum	fgraminearum_newlabel	1	test	5	0.1761509299278259	0.0959760735199249	0.663953983783722	0.8401049137115478	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.2	0.3333333333333333	0.4	1029	15
FGRAMPH1_01G06233	fgraminearum	fgraminearum_newlabel	1	test	5	0.1393760274164378	0.1966914377463025	0.1528203457593917	0.2921963731758296	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.26666666666666666	0.0	0.2	1029	15
FGRAMPH1_01G06329	fgraminearum	fgraminearum_newlabel	1	test	5	-0.0332859665388241	0.2324093351134069	0.1031900618458166	0.0699040953069924	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued	0.2	0.2	0.13333333333333333	0.13333333333333333	1029	15
FGRAMPH1_01G06687	fgraminearum	fgraminearum_newlabel	1	test	5	0.6016216725111008	0.107675718756171	0.2627092391252518	0.8643309116363526	0.0	1.0	0	5	0	0	0	0	0	0	5	1.0	True	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	high_confidence_rescued	0.0	0.2	0.0	0.4666666666666667	1029	15
FGRAMPH1_01G06719	fgraminearum	fgraminearum_newlabel	1	test	5	0.475955793261528	0.0703623559184791	0.2555859237909317	0.7315417170524597	0.0	1.0	0	5	0	0	0	0	0	0	5	1.0	True	0	0.0	False	0	0.0	False	0	0.0	False	5	1.0	True	high_confidence_rescued	0.2	0.3333333333333333	0.2	0.2	1029	15
FGRAMPH1_01G06815	fgraminearum	fgraminearum_newlabel	1	test	5	0.2520946621894836	0.0528800696383377	0.680350124835968	0.9324447870254516	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.13333333333333333	0.26666666666666666	0.4	0.2	1029	15
FGRAMPH1_01G06921	fgraminearum	fgraminearum_newlabel	1	test	5	-0.3537200898863375	0.1204352021794287	0.4096945106983184	0.0559744208119809	0.2	0.0	4	0	0	0	0	0	0	1	0	0.0	False	0	0.0	False	4	0.8	True	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.06666666666666667	0.0	0.06666666666666667	1029	15
FGRAMPH1_01G07041	fgraminearum	fgraminearum_newlabel	1	test	5	0.0126708269119262	0.0071866925532851	0.9649266362190246	0.977597463130951	1.0	1.0	0	0	0	0	0	0	5	0	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.6666666666666666	0.4	0.8666666666666667	0.6666666666666666	1029	15
FGRAMPH1_01G07141	fgraminearum	fgraminearum_newlabel	1	test	5	-0.2224984960776055	0.054573200640981	0.2254488229751586	0.0029503268975531	0.0	0.0	5	0	0	0	0	0	0	0	0	0.0	False	0	0.0	False	5	1.0	True	0	0.0	False	0	0.0	False	not_rescued	0.06666666666666667	0.2	0.06666666666666667	0.0	1029	15
FGRAMPH1_01G07233	fgraminearum	fgraminearum_newlabel	1	test	5	-0.5120781920850277	0.1928891802461876	0.7227263927459717	0.2106482006609439	1.0	0.0	0	0	0	0	0	0	0	5	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	0	0.0	False	not_rescued	0.2	0.13333333333333333	0.3333333333333333	0.2	1029	15
FGRAMPH1_01G07327	fgraminearum	fgraminearum_newlabel	1	test	5	0.1748107612133026	0.1785389515534846	0.5635632097721099	0.7383739709854126	0.6	1.0	0	2	0	0	0	0	3	0	2	0.4	True	0	0.0	False	0	0.0	False	0	0.0	False	2	0.4	True	stable_rescued	0.2	0.06666666666666667	0.13333333333333333	0.3333333333333333	1029	15
