node_id	label	split	baseline_pred_label	baseline_pred_score	esm2_pred_label	esm2_pred_score	transition	protocol	species	seed	subset	delta_probability	transition_display
FGRAMPH1_01G00147	0	test	0	0.2670229375362396	0	1.5792324115082579e-09	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2670229359570072	TN_stable
FGRAMPH1_01G00153	0	test	0	0.0583154745399951	0	4.8192673809954726e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.05831547453517583	TN_stable
FGRAMPH1_01G00165	0	test	0	2.3376665936325484e-08	0	4.296764018363319e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	4.294426351769687e-05	TN_stable
FGRAMPH1_01G00171	0	test	0	1.22384031797651e-08	0	0.0106914173811674	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.01069140514276422	TN_stable
FGRAMPH1_01G00205	0	test	0	0.0010894980514422	0	7.293002113328839e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0010894251214210668	TN_stable
FGRAMPH1_01G00217	0	test	0	0.0176562778651714	0	0.0002568908093962	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.017399387055775203	TN_stable
FGRAMPH1_01G00251	0	test	0	0.0351015925407409	0	1.5104693537604238e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0351015925256362	TN_stable
FGRAMPH1_01G00265	0	test	0	0.0003429946373216	0	5.6193365932655226e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0003429945811282341	TN_stable
FGRAMPH1_01G00269	0	test	0	0.0005318993935361	0	2.2260021950715192e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0005318993712760781	TN_stable
FGRAMPH1_01G00291	0	test	0	0.0005358566413633	0	6.063331083735669e-19	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0005358566413632993	TN_stable
FGRAMPH1_01G00311	0	test	0	2.017390161174193e-12	0	4.083413543208488e-29	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-2.017390161174193e-12	TN_stable
FGRAMPH1_01G00331	0	test	0	5.572771624429152e-05	0	2.9519960147743142e-22	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-5.572771624429152e-05	TN_stable
FGRAMPH1_01G00333	0	test	0	0.0558614395558834	0	2.9992916097398847e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.055831446639786	TN_stable
FGRAMPH1_01G00343	0	test	0	0.0165684446692466	0	3.4182443542363213e-09	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.016568441251002246	TN_stable
FGRAMPH1_01G00349	0	test	0	0.0331343300640583	0	2.063961437670514e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.03311369044968159	TN_stable
FGRAMPH1_01G00351	0	test	0	0.0888710170984268	0	0.0018388369353488	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.08703218016307801	TN_stable
FGRAMPH1_01G00365	0	test	0	0.0171725805848836	0	1.845458719174076e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.017172562130296408	TN_stable
FGRAMPH1_01G00377	0	test	0	0.2591935098171234	0	0.0002548205084167	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2589386893087067	TN_stable
FGRAMPH1_01G00413	0	test	0	0.033993199467659	0	7.584882951050531e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.033985614584707946	TN_stable
FGRAMPH1_01G00421	0	test	0	0.161299929022789	0	0.0002453519264236	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1610545770963654	TN_stable
FGRAMPH1_01G00431	0	test	0	0.1112661510705947	0	2.525256392882369e-10	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.11126615081806907	TN_stable
FGRAMPH1_01G00443	0	test	0	0.0382498390972614	0	0.0003679303044918	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0378819087927696	TN_stable
FGRAMPH1_01G00457	0	test	0	0.0010158679215237	0	1.5353681867558144e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.001015867906170018	TN_stable
FGRAMPH1_01G00459	0	test	0	0.1883511543273925	0	2.090182540936958e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.18835115430649066	TN_stable
FGRAMPH1_01G00465	1	test	1	0.8440853357315063	1	0.7873694896697998	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.05671584606170654	TP_stable
FGRAMPH1_01G00467	0	test	0	0.1916110962629318	0	4.9752832062544e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.19161109625795653	TN_stable
FGRAMPH1_01G00473	0	test	0	0.0248060654848814	0	2.9011778678977865e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.024777053706202423	TN_stable
FGRAMPH1_01G00505	0	test	1	0.6158192753791809	0	0.0001535227202111	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.6156657526589698	FP_to_TN_corrected
FGRAMPH1_01G00523	0	test	0	0.0205340068787336	0	5.411048391579243e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.020533465773894442	TN_stable
FGRAMPH1_01G00533	0	test	0	0.0179727971553802	0	6.1711640027493064e-18	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.017972797155380194	TN_stable
FGRAMPH1_01G00559	0	test	0	0.3011744618415832	0	9.990532012782437e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3011744617416779	TN_stable
FGRAMPH1_01G00563	0	test	0	0.0321067012846469	0	6.879824923089473e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.03210601330215459	TN_stable
FGRAMPH1_01G00573	0	test	0	0.0614463239908218	0	2.502439144791424e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.06144607374690732	TN_stable
FGRAMPH1_01G00597	0	test	0	0.00482441438362	0	0.0005553401424549	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0042690742411651	TN_stable
FGRAMPH1_01G00613	0	test	0	0.0082131335511803	0	7.564307562655137e-16	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.008213133551179544	TN_stable
FGRAMPH1_01G00619	0	test	0	0.0334701538085937	0	3.4048419195187314e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.033470119760174506	TN_stable
FGRAMPH1_01G00637	0	test	0	0.0006321456166915	0	1.444135477868258e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0006320012031437132	TN_stable
FGRAMPH1_01G00657	0	test	0	0.2868397831916809	0	0.0002339825150556	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.28660580067662533	TN_stable
FGRAMPH1_01G00667	0	test	0	0.2011275589466095	0	1.5930837662381236e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.20112596586284326	TN_stable
FGRAMPH1_01G00675	0	test	0	0.0015085958875715	0	2.567254114183015e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.001506028633457317	TN_stable
FGRAMPH1_01G00691	0	test	0	0.2849420011043548	0	9.069257345117876e-09	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.28494199203509746	TN_stable
FGRAMPH1_01G00693	0	test	0	0.0609404519200325	0	6.945379027456511e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.060933506541005045	TN_stable
FGRAMPH1_01G00697	0	test	0	0.2605142891407013	0	5.8388486934291e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.26051423075221436	TN_stable
FGRAMPH1_01G00699	0	test	0	0.0	0	3.025105008797868e-36	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	3.025105008797868e-36	TN_stable
FGRAMPH1_01G00705	0	test	0	0.0127123147249221	0	0.2946089804172516	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.28189666569232946	TN_stable
FGRAMPH1_01G00707	0	test	1	0.769101619720459	1	0.5616232752799988	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2074783444404602	persistent_FP
FGRAMPH1_01G00721	1	test	1	0.9463589191436768	1	0.9374240040779114	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.00893491506576538	TP_stable
FGRAMPH1_01G00737	0	test	0	0.0295463316142559	0	3.1574525302278603e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.029546331614224326	TN_stable
FGRAMPH1_01G00741	0	test	0	0.0223097242414951	0	7.708992052357644e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.022232634320971525	TN_stable
FGRAMPH1_01G00743	0	test	1	0.7929257154464722	1	0.551692008972168	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2412337064743042	persistent_FP
FGRAMPH1_01G00771	1	test	1	0.9450904726982116	1	0.615267813205719	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.32982265949249256	TP_stable
FGRAMPH1_01G00787	1	test	0	0.1155233159661293	0	0.0027052126824855	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.1128181032836438	persistent_FN
FGRAMPH1_01G00789	0	test	0	0.0489765964448452	0	1.998367770283949e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.04895661276714236	TN_stable
FGRAMPH1_01G00803	0	test	1	0.8109503984451294	1	0.7279659509658813	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.08298444747924805	persistent_FP
FGRAMPH1_01G00845	0	test	0	0.4126757383346557	0	0.1635630279779434	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2491127103567123	TN_stable
FGRAMPH1_01G00863	1	test	1	0.939813196659088	1	0.9099472165107728	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.029865980148315208	TP_stable
FGRAMPH1_01G00875	0	test	1	0.9154995679855348	0	0.0888767689466476	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.8266227990388871	FP_to_TN_corrected
FGRAMPH1_01G00885	1	test	0	0.0290049742907285	0	2.299424886587076e-05	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.02898198004186263	persistent_FN
FGRAMPH1_01G00891	0	test	0	0.119084320962429	0	7.790204028731984e-13	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.11908432096164999	TN_stable
FGRAMPH1_01G00899	0	test	0	0.0091990819200873	0	0.0002671955735422	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0089318863465451	TN_stable
FGRAMPH1_01G00907	0	test	0	0.0301504991948604	0	1.1986068892646433e-15	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.030150499194859202	TN_stable
FGRAMPH1_01G00921	0	test	0	0.2960456609725952	0	1.126751492108724e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2960456497050803	TN_stable
FGRAMPH1_01G00923	0	test	1	0.5963054895401001	0	0.3696268200874328	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.2266786694526673	FP_to_TN_corrected
FGRAMPH1_01G00927	1	test	1	0.7347172498703003	0	0.3696090281009674	TP_to_FN_regressed	fgraminearum_newlabel	fgraminearum	1029	test	-0.3651082217693329	TP_to_FN_regressed
FGRAMPH1_01G00931	1	test	1	0.5027300119400024	0	0.4736504852771759	TP_to_FN_regressed	fgraminearum_newlabel	fgraminearum	1029	test	-0.029079526662826538	TP_to_FN_regressed
FGRAMPH1_01G00939	0	test	1	0.821687638759613	1	0.9153401255607604	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.09365248680114735	persistent_FP
FGRAMPH1_01G00945	1	test	1	0.9096065163612366	1	0.9837682843208312	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.07416176795959462	TP_stable
FGRAMPH1_01G00971	0	test	0	0.3600983619689941	0	0.0111988689750432	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3488994929939509	TN_stable
FGRAMPH1_01G00975	0	test	0	0.0082087805494666	0	6.545685327924021e-17	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.008208780549466534	TN_stable
FGRAMPH1_01G00979	1	test	1	0.8250089287757874	1	0.8678669929504395	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.0428580641746521	TP_stable
FGRAMPH1_01G00983	1	test	1	0.9552292227745056	1	0.9907461404800416	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.035516917705536	TP_stable
FGRAMPH1_01G00999	0	test	0	0.3875012397766113	0	0.0950861424207687	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2924150973558426	TN_stable
FGRAMPH1_01G01001	0	test	0	0.0870735496282577	0	6.338505675190786e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0870735496219192	TN_stable
FGRAMPH1_01G01025	0	test	0	0.0284865126013755	0	4.2091238941542944e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.02848651260133341	TN_stable
FGRAMPH1_01G01029	0	test	0	0.0719021409749984	0	0.0085713639855384	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.06333077698946	TN_stable
FGRAMPH1_01G01035	0	test	0	0.0265105385333299	0	7.273784981449982e-13	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.02651053853260252	TN_stable
FGRAMPH1_01G01041	0	test	0	0.002981879049912	0	0.0167816653847694	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.013799786334857402	TN_stable
FGRAMPH1_01G01055	0	test	0	0.0506336726248264	0	9.94188574103853e-15	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.05063367262481645	TN_stable
FGRAMPH1_01G01069	0	test	0	0.3735480308532715	1	0.8980354070663452	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.5244873762130737	TN_to_FP_regressed
FGRAMPH1_01G01087	0	test	1	0.8750678896903992	1	0.6656200885772705	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.20944780111312866	persistent_FP
FGRAMPH1_01G01089	0	test	0	0.0694913864135742	0	0.0002181122399633	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0692732741736109	TN_stable
FGRAMPH1_01G01103	0	test	0	0.305643767118454	0	9.843815216084573e-13	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3056437671174696	TN_stable
FGRAMPH1_01G01123	0	test	0	0.0868604406714439	0	8.09343708046452e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.08686044067136296	TN_stable
FGRAMPH1_01G01145	0	test	0	0.4999784827232361	0	4.106559572392143e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.49993741712751216	TN_stable
FGRAMPH1_01G01163	1	test	1	0.939512014389038	1	0.9778041243553162	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.03829210996627819	TP_stable
FGRAMPH1_01G01165	0	test	0	0.3130652010440826	0	6.4585578911646735e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.3130587424861914	TN_stable
FGRAMPH1_01G01179	0	test	0	0.3143000602722168	0	1.95508693678903e-08	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.31430004072134743	TN_stable
FGRAMPH1_01G01187	0	test	1	0.8575646281242371	1	0.7205585241317749	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.13700610399246216	persistent_FP
FGRAMPH1_01G01209	0	test	0	0.1413546055555343	0	3.5736528319896266e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.14135460551979778	TN_stable
FGRAMPH1_01G01211	0	test	1	0.6894891858100891	0	0.2635282874107361	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.425960898399353	FP_to_TN_corrected
FGRAMPH1_01G01217	0	test	0	0.0566172413527965	0	1.0768077072048724e-16	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.05661724135279639	TN_stable
FGRAMPH1_01G01231	0	test	0	0.0537933818995952	0	2.9343506791068567e-12	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.053793381896660844	TN_stable
FGRAMPH1_01G01253	0	test	0	0.0930525138974189	0	5.928300743107684e-05	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.09299323088998783	TN_stable
FGRAMPH1_01G01281	0	test	0	0.0929872244596481	0	0.1244828999042511	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.031495675444602994	TN_stable
FGRAMPH1_01G01287	0	test	0	0.251579225063324	0	3.965820724260993e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2515752592425997	TN_stable
FGRAMPH1_01G01299	1	test	1	0.9205869436264038	1	0.965928077697754	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.04534113407135021	TP_stable
FGRAMPH1_01G01311	0	test	0	0.408984363079071	1	0.6075051426887512	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.19852077960968023	TN_to_FP_regressed
FGRAMPH1_01G01315	0	test	0	0.0956327989697456	0	1.4663393925733875e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.09563279896973093	TN_stable
FGRAMPH1_01G01341	0	test	0	0.0154771544039249	0	0.0106323333457112	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0048448210582137	TN_stable
FGRAMPH1_01G01351	0	test	0	0.0127558605745434	0	0.0010566305136308	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0116992300609126	TN_stable
FGRAMPH1_01G01361	0	test	0	0.2828461527824402	0	0.1093775406479835	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1734686121344567	TN_stable
FGRAMPH1_01G01365	0	test	0	0.0831948146224021	0	9.743304872245062e-06	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.08318507131752985	TN_stable
FGRAMPH1_01G01391	0	test	0	0.0526164099574089	0	5.844368103786757e-18	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.05261640995740889	TN_stable
FGRAMPH1_01G01395	0	test	0	0.0400828383862972	0	6.249687589275285e-14	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0400828383862347	TN_stable
FGRAMPH1_01G01397	1	test	1	0.9489790201187134	0	0.4160455465316772	TP_to_FN_regressed	fgraminearum_newlabel	fgraminearum	1029	test	-0.5329334735870361	TP_to_FN_regressed
FGRAMPH1_01G01399	0	test	1	0.9064083695411682	1	0.9105141758918762	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.004105806350708008	persistent_FP
FGRAMPH1_01G01413	0	test	0	2.6485303533663185e-11	0	5.977542848992646e-15	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-2.6479325990814192e-11	TN_stable
FGRAMPH1_01G01445	1	test	0	0.3514970242977142	0	0.2317859530448913	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.11971107125282288	persistent_FN
FGRAMPH1_01G01453	0	test	0	0.0045961579307913	0	4.329454270646238e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.004595724985364235	TN_stable
FGRAMPH1_01G01483	0	test	0	0.1224442422389984	0	0.0014601640868932	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.1209840781521052	TN_stable
FGRAMPH1_01G01497	0	test	0	0.2273677289485931	1	0.7387257814407349	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.5113580524921417	TN_to_FP_regressed
FGRAMPH1_01G01503	0	test	1	0.8605841994285583	1	0.86474609375	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.00416189432144165	persistent_FP
FGRAMPH1_01G01511	0	test	0	3.274046321166679e-05	0	0.0333550386130809	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.033322298149869235	TN_stable
FGRAMPH1_01G01521	1	test	0	0.2590472400188446	0	0.0049347882159054	FN_persistent	fgraminearum_newlabel	fgraminearum	1029	test	-0.2541124518029392	persistent_FN
FGRAMPH1_01G01527	0	test	0	0.1704345494508743	0	0.3889429569244385	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.21850840747356418	TN_stable
FGRAMPH1_01G01539	0	test	0	0.2065565586090088	0	7.445107030878971e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.20655655853455773	TN_stable
FGRAMPH1_01G01549	1	test	1	0.5885213613510132	1	0.8813948035240173	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.29287344217300415	TP_stable
FGRAMPH1_01G01563	0	test	1	0.8243298530578613	0	0.0714398846030235	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.7528899684548378	FP_to_TN_corrected
FGRAMPH1_01G01581	0	test	0	0.0007966024568304	0	2.731175641201844e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0007963293392662798	TN_stable
FGRAMPH1_01G01593	0	test	0	0.0403536558151245	0	0.009903616271913	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0304500395432115	TN_stable
FGRAMPH1_01G01603	0	test	1	0.8594446778297424	1	0.9045513868331908	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.045106709003448375	persistent_FP
FGRAMPH1_01G01643	0	test	0	0.0988682806491851	0	8.827586270854226e-07	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.09886739789055801	TN_stable
FGRAMPH1_01G01647	0	test	1	0.610017716884613	0	0.487061858177185	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.12295585870742803	FP_to_TN_corrected
FGRAMPH1_01G01649	0	test	0	0.0156365502625703	0	4.790731909296311e-18	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.015636550262570298	TN_stable
FGRAMPH1_01G01653	0	test	0	0.4863672256469726	0	0.0011127711040899	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.4852544545428827	TN_stable
FGRAMPH1_01G01685	0	test	0	0.0448463819921016	0	8.207178686658878e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.04484638191002981	TN_stable
FGRAMPH1_01G01719	0	test	0	0.3419964611530304	0	0.190574362874031	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.15142209827899938	TN_stable
FGRAMPH1_01G01781	0	test	0	0.24367056787014	0	0.0003847354382742	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2432858324318658	TN_stable
FGRAMPH1_01G01797	0	test	1	0.6461324095726013	1	0.8736357688903809	FP_persistent	fgraminearum_newlabel	fgraminearum	1029	test	0.22750335931777954	persistent_FP
FGRAMPH1_01G01849	0	test	1	0.5257160663604736	0	0.2209669649600982	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.3047491014003754	FP_to_TN_corrected
FGRAMPH1_01G01853	1	test	1	0.9484912157058716	1	0.9877997636795044	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.03930854797363281	TP_stable
FGRAMPH1_01G01857	0	test	0	0.0586814098060131	0	8.994793104788457e-11	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.05868140971606517	TN_stable
FGRAMPH1_01G01881	1	test	1	0.8943566083908081	1	0.6066676378250122	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.2876889705657959	TP_stable
FGRAMPH1_01G01889	0	test	0	0.4439048767089844	1	0.9683573842048644	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.52445250749588	TN_to_FP_regressed
FGRAMPH1_01G01907	1	test	1	0.9557883143424988	1	0.9834923148155212	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.02770400047302246	TP_stable
FGRAMPH1_01G01917	0	test	1	0.790428638458252	0	0.2986826598644256	FP_to_TN_corrected	fgraminearum_newlabel	fgraminearum	1029	test	-0.49174597859382635	FP_to_TN_corrected
FGRAMPH1_01G01925	0	test	0	0.0434283912181854	0	4.450499968555732e-09	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.04342838676768543	TN_stable
FGRAMPH1_01G01927	0	test	0	0.0244568455964326	0	0.0003272718167863	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.0241295737796463	TN_stable
FGRAMPH1_01G01929	0	test	0	0.4429134130477905	0	0.4383607506752014	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.004552662372589111	TN_stable
FGRAMPH1_01G01945	0	test	0	0.0045828805305063	0	0.3968694806098938	TN_stable	fgraminearum_newlabel	fgraminearum	1029	test	0.3922866000793875	TN_stable
FGRAMPH1_01G01951	0	test	0	0.2968132197856903	1	0.7830314636230469	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.48621824383735657	TN_to_FP_regressed
FGRAMPH1_01G01953	0	test	0	0.0768258571624755	1	0.7386072874069214	TN_to_FP_regressed	fgraminearum_newlabel	fgraminearum	1029	test	0.6617814302444459	TN_to_FP_regressed
FGRAMPH1_01G01959	1	test	1	0.9023481011390686	1	0.8640537858009338	TP_stable	fgraminearum_newlabel	fgraminearum	1029	test	-0.038294315338134766	TP_stable
