node_id	label	split	baseline_pred_label	baseline_pred_score	esm2_pred_label	esm2_pred_score	transition	protocol	species	seed	subset	delta_probability	transition_display	umap1	umap2
S000000058	0	test	0	0.0755296573042869	0	0.0020440658554434	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0734855914488435	TN_stable	0.29741865	-2.995749
S000000063	0	test	1	0.6454539895057678	0	0.4189946353435516	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.22645935416221624	FP_to_TN_corrected	-2.5870907	1.0563077
S000000067	0	test	0	0.0364245399832725	0	1.1201007765748729e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.03642442797319484	TN_stable	2.5024216	1.1187494
S000000075	0	test	0	0.0003008193452842	0	4.191205160708478e-09	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0003008151540790393	TN_stable	0.51146847	3.0174222
S000000084	0	test	0	0.0930304229259491	0	2.8404497243172955e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.09302758247622478	TN_stable	1.686253	1.6466444
S000000099	0	test	1	0.9664971828460692	0	0.4361748993396759	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5303222835063933	FP_to_TN_corrected	-1.723006	-2.480365
S000000116	1	test	1	0.8932856321334839	1	0.9934234619140624	TP_stable	scerevisiae	scerevisiae	1029	test	0.1001378297805785	TP_stable	-3.9061706	0.90905875
S000000124	0	test	1	0.831111490726471	0	0.0135366236791014	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.8175748670473696	FP_to_TN_corrected	-0.61843395	-2.8885972
S000000127	0	test	0	0.4203914701938629	0	0.0529993586242198	TN_stable	scerevisiae	scerevisiae	1029	test	-0.36739211156964313	TN_stable	-2.2285833	2.215212
S000000131	1	test	1	0.8654428720474243	1	0.9982649683952332	TP_stable	scerevisiae	scerevisiae	1029	test	0.13282209634780884	TP_stable	-4.7482786	0.42244864
S000000134	0	test	0	0.1113376766443252	0	0.0326986797153949	TN_stable	scerevisiae	scerevisiae	1029	test	-0.07863899692893031	TN_stable	-1.2812117	-3.1825056
S000000138	0	test	0	0.0456132851541042	0	6.820535054430366e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.045545079803559894	TN_stable	0.59492075	-0.8814862
S000000163	0	test	0	0.0088331196457147	0	2.1217532619743903e-08	TN_stable	scerevisiae	scerevisiae	1029	test	-0.008833098428182081	TN_stable	-0.036418978	-0.044884384
S000000170	1	test	1	0.5054975748062134	1	0.91921466588974	TP_stable	scerevisiae	scerevisiae	1029	test	0.4137170910835266	TP_stable	-4.0449166	0.7830802
S000000171	0	test	0	0.1802095174789428	0	0.310451865196228	TN_stable	scerevisiae	scerevisiae	1029	test	0.13024234771728524	TN_stable	-2.3114622	-2.8387017
S000000182	0	test	0	0.0818018391728401	0	0.0004163479898124	TN_stable	scerevisiae	scerevisiae	1029	test	-0.08138549118302771	TN_stable	-0.2182689	0.49761316
S000000184	0	test	0	0.4958365857601166	0	0.2544355392456054	TN_stable	scerevisiae	scerevisiae	1029	test	-0.24140104651451116	TN_stable	-1.4704857	2.0769804
S000000186	0	test	0	0.0304065719246864	0	4.5074029912939295e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.030402064521695107	TN_stable	-0.59192353	-3.8686771
S000000193	1	test	1	0.943526566028595	1	0.9992547631263732	TP_stable	scerevisiae	scerevisiae	1029	test	0.05572819709777821	TP_stable	-4.9386134	0.1128703
S000000212	0	test	0	0.0100904256105422	0	1.5794552155057318e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.010088846155326694	TN_stable	1.4038988	0.27554727
S000000220	0	test	0	0.0099020693451166	0	1.3840397578013251e-11	TN_stable	scerevisiae	scerevisiae	1029	test	-0.009902069331276202	TN_stable	1.1497525	1.8808554
S000000223	0	test	0	0.3433550596237182	0	0.0013121938100084	TN_stable	scerevisiae	scerevisiae	1029	test	-0.3420428658137098	TN_stable	0.921687	-3.5038843
S000000224	0	test	1	0.6052823662757874	0	0.3252805769443512	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.28000178933143616	FP_to_TN_corrected	-2.3544936	-3.0326886
S000000238	0	test	1	0.8544702529907227	1	0.5341467261314392	FP_persistent	scerevisiae	scerevisiae	1029	test	-0.32032352685928345	persistent_FP	-2.1147385	-1.8752036
S000000242	1	test	0	0.3410386443138122	0	0.1038960143923759	FN_persistent	scerevisiae	scerevisiae	1029	test	-0.2371426299214363	persistent_FN	-1.6529408	-1.5243686
S000000253	1	test	0	0.4936146736145019	1	0.8946393132209778	FN_to_TP_rescued	scerevisiae	scerevisiae	1029	test	0.4010246396064759	FN_to_TP_rescued	-1.8835949	0.97387207
S000000259	1	test	1	0.9136475920677184	1	0.9958592057228088	TP_stable	scerevisiae	scerevisiae	1029	test	0.08221161365509044	TP_stable	-4.4352612	0.93440986
S000000265	0	test	1	0.7896556258201599	0	0.0003224986139684	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.7893331272061915	FP_to_TN_corrected	0.12851033	-2.534722
S000000267	0	test	0	0.2205572128295898	0	1.9866422462655464e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.22055522618734352	TN_stable	0.45503607	2.8881016
S000000275	0	test	0	0.0011675651185214	0	1.3691132451183949e-15	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0011675651185200308	TN_stable	0.9840918	2.0696082
S000000277	0	test	1	0.7654424905776978	0	0.0347819477319717	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.730660542845726	FP_to_TN_corrected	-1.2529325	-0.8006429
S000000278	0	test	0	0.0528286807239055	0	0.0007957868510857	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0520328938728198	TN_stable	-2.9277174	0.75899464
S000000291	1	test	1	0.9186697602272034	1	0.7978245615959167	TP_stable	scerevisiae	scerevisiae	1029	test	-0.12084519863128662	TP_stable	-3.3107538	-0.46476653
S000000296	0	test	0	0.1176460534334182	0	6.097105142544024e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.11763995632827566	TN_stable	1.2018671	-2.7811184
S000000300	0	test	0	0.3995769321918487	0	0.3089314103126526	TN_stable	scerevisiae	scerevisiae	1029	test	-0.09064552187919611	TN_stable	-3.0257876	-1.7229674
S000000305	0	test	0	0.4528268277645111	0	0.3866868317127228	TN_stable	scerevisiae	scerevisiae	1029	test	-0.06613999605178833	TN_stable	-1.6267258	-2.0348315
S000000309	0	test	0	0.0572029575705528	0	7.726691286791265e-09	TN_stable	scerevisiae	scerevisiae	1029	test	-0.05720294984386151	TN_stable	0.32396978	0.2913246
S000000312	0	test	0	0.2550900280475616	0	0.0001956310443347	TN_stable	scerevisiae	scerevisiae	1029	test	-0.2548943970032269	TN_stable	-0.8488301	0.8991234
S000000319	0	test	0	0.3141793608665466	0	0.0024785767309367	TN_stable	scerevisiae	scerevisiae	1029	test	-0.31170078413560987	TN_stable	0.62331307	-3.1335502
S000000327	1	test	1	0.7306259870529175	1	0.9697374105453492	TP_stable	scerevisiae	scerevisiae	1029	test	0.23911142349243175	TP_stable	-4.1578975	0.7479048
S000000331	0	test	1	0.901400625705719	0	0.4604099690914154	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.4409906566143036	FP_to_TN_corrected	-2.0089421	-1.974818
S000000341	0	test	0	0.2007703185081482	0	0.0106340330094099	TN_stable	scerevisiae	scerevisiae	1029	test	-0.1901362854987383	TN_stable	-0.7264638	-1.491815
S000000361	0	test	0	0.0069358758628368	0	3.5050956581628157e-10	TN_stable	scerevisiae	scerevisiae	1029	test	-0.006935875512327234	TN_stable	0.83109397	2.2315004
S000000365	0	test	0	0.0079650273546576	0	4.3409622776380274e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.007960686392379962	TN_stable	0.99787223	-1.6202536
S000000368	0	test	1	0.7150822281837463	0	0.2077895700931549	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5072926580905914	FP_to_TN_corrected	-1.7907512	-1.6176805
S000000377	0	test	1	0.630886435508728	0	0.0165147259831428	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6143717095255852	FP_to_TN_corrected	-0.97562593	1.3041756
S000000385	0	test	0	0.1941167712211609	0	0.0016229739412665	TN_stable	scerevisiae	scerevisiae	1029	test	-0.19249379727989438	TN_stable	-1.2819651	-2.4653468
S000000388	0	test	0	0.0005728233372792	0	3.1305231844303005e-13	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0005728233369661477	TN_stable	0.62881535	3.1474333
S000000397	1	test	1	0.5404067039489746	1	0.9883560538291932	TP_stable	scerevisiae	scerevisiae	1029	test	0.4479493498802186	TP_stable	-4.351669	0.6414237
S000000403	0	test	0	0.2782757878303528	0	1.2386843764033983e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.2782745491459764	TN_stable	0.1276311	-1.585658
S000000404	0	test	0	0.3537768125534057	0	0.1025979593396186	TN_stable	scerevisiae	scerevisiae	1029	test	-0.2511788532137871	TN_stable	-1.106254	0.6816769
S000000406	1	test	1	0.9520404934883118	1	0.9986758828163148	TP_stable	scerevisiae	scerevisiae	1029	test	0.04663538932800304	TP_stable	-4.8695903	-0.05527162
S000000409	0	test	0	0.4584807753562927	0	0.0002355316246394	TN_stable	scerevisiae	scerevisiae	1029	test	-0.4582452437316533	TN_stable	0.019253772	-1.7854158
S000000411	0	test	0	0.1374283283948898	0	0.0122548779472708	TN_stable	scerevisiae	scerevisiae	1029	test	-0.12517345044761902	TN_stable	0.5403169	0.2700935
S000000420	0	test	0	0.3811765611171722	1	0.5045167803764343	TN_to_FP_regressed	scerevisiae	scerevisiae	1029	test	0.12334021925926214	TN_to_FP_regressed	-2.6829958	0.41225025
S000000422	0	test	1	0.6007353067398071	0	0.0183822475373744	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5823530592024327	FP_to_TN_corrected	-0.021048643	-3.070933
S000000423	0	test	0	0.0031369046773761	0	9.434585308554232e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0031359612188452445	TN_stable	0.866572	-1.8896425
S000000426	0	test	0	0.3017301261425018	0	0.0012071932433173	TN_stable	scerevisiae	scerevisiae	1029	test	-0.30052293289918447	TN_stable	0.41517052	-2.877702
S000000427	0	test	0	0.294430136680603	0	0.0128886215388774	TN_stable	scerevisiae	scerevisiae	1029	test	-0.28154151514172565	TN_stable	-1.1638064	-0.76028174
S000000435	0	test	1	0.5772483348846436	0	0.0390917398035526	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5381565950810909	FP_to_TN_corrected	-2.1690986	-0.22969641
S000000437	0	test	0	0.4417138993740082	1	0.8932282328605652	TN_to_FP_regressed	scerevisiae	scerevisiae	1029	test	0.451514333486557	TN_to_FP_regressed	-4.3621187	-0.38529456
S000000447	1	test	1	0.6852366328239441	1	0.7274312973022461	TP_stable	scerevisiae	scerevisiae	1029	test	0.042194664478302	TP_stable	-2.594933	-1.6942297
S000000450	0	test	1	0.6017021536827087	0	0.0010051563149318	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6006969973677769	FP_to_TN_corrected	-1.3889067	-0.17016953
S000000466	0	test	0	0.1286374181509018	0	0.0003695936757139	TN_stable	scerevisiae	scerevisiae	1029	test	-0.1282678244751879	TN_stable	1.6709871	-1.4249538
S000000467	0	test	0	0.4254559278488159	0	0.0031128930859267	TN_stable	scerevisiae	scerevisiae	1029	test	-0.4223430347628892	TN_stable	0.42495868	-3.5012062
S000000468	0	test	0	0.4823645949363708	0	0.0014119610423222	TN_stable	scerevisiae	scerevisiae	1029	test	-0.4809526338940486	TN_stable	-0.81319237	-0.19570164
S000000476	0	test	0	0.4885202646255493	0	0.1158109307289123	TN_stable	scerevisiae	scerevisiae	1029	test	-0.372709333896637	TN_stable	-1.3607479	1.8062801
S000000480	0	test	0	0.0353047139942646	0	6.002973168506287e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.03524468426257954	TN_stable	0.12191522	0.92795867
S000000483	0	test	1	0.5635693073272705	1	0.9594990015029908	FP_persistent	scerevisiae	scerevisiae	1029	test	0.3959296941757203	persistent_FP	-4.5340056	0.67263407
S000000489	0	test	0	0.0002529708435758	0	2.106646412869395e-09	TN_stable	scerevisiae	scerevisiae	1029	test	-0.00025296873692938715	TN_stable	0.69672537	3.1709101
S000000494	0	test	0	0.2435311526060104	0	4.518764455951896e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.24353070072956481	TN_stable	-1.2861317	0.082003266
S000000497	0	test	0	0.0007047101389616	0	4.556254862109199e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.000659147590340508	TN_stable	1.1724845	0.45428634
S000000498	0	test	0	0.1610092967748642	0	0.0001324588956777	TN_stable	scerevisiae	scerevisiae	1029	test	-0.1608768378791865	TN_stable	0.91967064	0.4093845
S000000501	0	test	0	0.0060957330279052	0	0.0003735001664608	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0057222328614444	TN_stable	0.8582447	0.76672083
S000000502	0	test	0	0.0025160273071378	0	1.8043267118628137e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.002497984040019172	TN_stable	0.6442359	-0.75521314
S000000503	0	test	0	0.0182423889636993	0	3.9569091114799455e-08	TN_stable	scerevisiae	scerevisiae	1029	test	-0.018242349394608184	TN_stable	1.6001006	-2.6826918
S000000550	0	test	0	0.2073014229536056	0	0.0259398575872182	TN_stable	scerevisiae	scerevisiae	1029	test	-0.1813615653663874	TN_stable	-2.6426194	0.61079144
S000000553	0	test	0	0.0286877322942018	0	0.0180658549070358	TN_stable	scerevisiae	scerevisiae	1029	test	-0.010621877387165999	TN_stable	-3.4102156	0.79410714
S000000557	1	test	0	0.289689302444458	0	0.4394329488277435	FN_persistent	scerevisiae	scerevisiae	1029	test	0.14974364638328547	persistent_FN	-3.3895147	0.5921222
S000000563	0	test	0	0.0263725146651268	0	1.1496329980340166e-22	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0263725146651268	TN_stable	1.0301781	3.4543188
S000000566	0	test	1	0.762869119644165	1	0.613588273525238	FP_persistent	scerevisiae	scerevisiae	1029	test	-0.149280846118927	persistent_FP	-3.3245835	1.9195374
S000000589	0	test	0	0.4532004594802856	0	3.262467362219468e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.4531678348066634	TN_stable	0.40864235	-2.408963
S000000597	0	test	0	0.0415923111140728	0	0.0003541669866535	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0412381441274193	TN_stable	0.3242891	-2.8222296
S000000602	0	test	1	0.6249585151672363	0	0.0028171155136078	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6221413996536286	FP_to_TN_corrected	-0.59189904	-1.2350372
S000000605	1	test	1	0.8920742869377136	1	0.8313990831375122	TP_stable	scerevisiae	scerevisiae	1029	test	-0.060675203800201416	TP_stable	-2.9021442	-2.6863804
S000000610	0	test	1	0.5616900324821472	0	0.0341148152947425	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5275752171874047	FP_to_TN_corrected	-3.1341665	0.17218119
S000000617	0	test	0	0.0002501292910892	0	0.000792744627688	TN_stable	scerevisiae	scerevisiae	1029	test	0.0005426153365988	TN_stable	0.36529693	-0.21548037
S000000619	0	test	0	0.0988806039094924	0	1.3270596355141606e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.09888047120352884	TN_stable	1.2316725	-2.1994328
S000000629	0	test	0	0.3134458065032959	0	0.0005269786342978	TN_stable	scerevisiae	scerevisiae	1029	test	-0.3129188278689981	TN_stable	-1.4605657	0.9925302
S000000630	0	test	1	0.6760786771774292	0	2.971101366711082e-06	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6760757060760625	FP_to_TN_corrected	0.48269662	-1.560756
S000000640	0	test	1	0.6803639531135559	0	0.0036522175651043	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6767117355484517	FP_to_TN_corrected	-1.9138281	-0.29063883
S000000655	0	test	0	0.0858364626765251	0	0.0084381951019167	TN_stable	scerevisiae	scerevisiae	1029	test	-0.07739826757460841	TN_stable	-0.38753206	-2.6917927
S000000663	0	test	1	0.5871190428733826	0	0.0391967669129371	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5479222759604455	FP_to_TN_corrected	-2.7702243	0.6728277
S000000665	0	test	0	0.4242026805877685	0	0.000286478549242	TN_stable	scerevisiae	scerevisiae	1029	test	-0.4239162020385265	TN_stable	0.3775895	-2.580932
S000000667	0	test	0	0.2052625268697738	0	8.916200022213161e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.20517336486955168	TN_stable	-0.7335693	-3.644169
S000000679	0	test	0	0.4619640409946441	0	0.2310108393430709	TN_stable	scerevisiae	scerevisiae	1029	test	-0.2309532016515732	TN_stable	-3.1302028	-2.6979148
S000000680	0	test	0	0.4080793559551239	0	0.1017996668815612	TN_stable	scerevisiae	scerevisiae	1029	test	-0.30627968907356273	TN_stable	-1.9181598	-1.8989615
S000000684	0	test	0	0.49137744307518	0	0.022537488490343	TN_stable	scerevisiae	scerevisiae	1029	test	-0.468839954584837	TN_stable	-1.5285728	-1.6572648
S000000689	1	test	1	0.7481597661972046	1	0.7851387858390808	TP_stable	scerevisiae	scerevisiae	1029	test	0.03697901964187622	TP_stable	-3.3642478	0.94072497
S000000696	0	test	0	0.0182838086038827	0	2.456060599342891e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.018283562997822765	TN_stable	1.3721985	-2.268388
S000000697	0	test	0	0.0634516254067421	0	6.832662620581687e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.06344479274412151	TN_stable	1.4337983	-2.4339743
S000000699	0	test	0	0.0311639159917831	0	3.0801156754023395e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.031160835876107698	TN_stable	1.2702249	-2.5257804
S000000727	0	test	0	0.2507427334785461	0	0.1341482549905777	TN_stable	scerevisiae	scerevisiae	1029	test	-0.11659447848796839	TN_stable	-1.6916931	-2.1986663
S000000730	0	test	0	0.0961513295769691	0	0.0208254791796207	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0753258503973484	TN_stable	-3.2242537	-0.5704919
S000000738	0	test	0	0.3332215547561645	0	0.0081399632617831	TN_stable	scerevisiae	scerevisiae	1029	test	-0.3250815914943814	TN_stable	-1.3894264	-0.79648095
S000000739	0	test	0	0.2145196944475174	0	0.0242590140551328	TN_stable	scerevisiae	scerevisiae	1029	test	-0.19026068039238458	TN_stable	0.56817216	0.3592282
S000000743	0	test	0	0.1291613429784774	0	0.2307160645723343	TN_stable	scerevisiae	scerevisiae	1029	test	0.1015547215938569	TN_stable	-1.869404	-0.9374307
S000000745	1	test	1	0.5529271960258484	0	0.0027490598149597	TP_to_FN_regressed	scerevisiae	scerevisiae	1029	test	-0.5501781362108887	TP_to_FN_regressed	-1.9834799	0.7377141
S000000751	0	test	0	0.36313197016716	0	1.1872472896357069e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.3631200976942636	TN_stable	0.1803479	2.1163454
S000000758	1	test	1	0.9586164355278016	1	0.9975544810295104	TP_stable	scerevisiae	scerevisiae	1029	test	0.03893804550170876	TP_stable	-4.8999186	0.0294805
S000000760	1	test	1	0.625773549079895	0	0.0563589446246624	TP_to_FN_regressed	scerevisiae	scerevisiae	1029	test	-0.5694146044552326	TP_to_FN_regressed	-1.5722374	-2.6969032
S000000766	0	test	0	0.016034547239542	0	6.036005402165756e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.016033943639001784	TN_stable	0.96117	-2.2303138
S000000768	0	test	1	0.6093351244926453	0	0.1642117351293563	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.445123389363289	FP_to_TN_corrected	-1.8251791	-3.2260888
S000000777	0	test	1	0.7918935418128967	0	0.3468108475208282	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.44508269429206854	FP_to_TN_corrected	-2.1488283	-1.5705739
S000000782	0	test	1	0.7049685120582581	0	0.0243855640292167	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6805829480290414	FP_to_TN_corrected	-3.2173362	-0.6347152
S000000783	0	test	0	0.0078730070963501	0	1.729388259263942e-07	TN_stable	scerevisiae	scerevisiae	1029	test	-0.007872834157524173	TN_stable	0.86191195	-1.9714108
S000000789	0	test	0	0.4529353976249695	0	0.0142664490267634	TN_stable	scerevisiae	scerevisiae	1029	test	-0.4386689485982061	TN_stable	-0.15373331	-1.1004477
S000000797	0	test	0	0.076324425637722	0	0.0011430482845753	TN_stable	scerevisiae	scerevisiae	1029	test	-0.0751813773531467	TN_stable	0.23030378	-2.60565
S000000798	0	test	0	0.0930563732981681	0	1.798441871869727e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.09305457485629623	TN_stable	0.75892144	2.3933985
S000000804	0	test	1	0.8151155710220337	1	0.8808484673500061	FP_persistent	scerevisiae	scerevisiae	1029	test	0.06573289632797241	persistent_FP	-4.316306	0.0976462
S000000810	1	test	0	0.4278894364833832	1	0.9059527516365052	FN_to_TP_rescued	scerevisiae	scerevisiae	1029	test	0.47806331515312206	FN_to_TP_rescued	-3.6103609	0.34420905
S000000823	1	test	1	0.863647997379303	1	0.5187416076660156	TP_stable	scerevisiae	scerevisiae	1029	test	-0.34490638971328735	TP_stable	-3.2368507	-0.052252717
S000000828	0	test	1	0.5518136620521545	1	0.707128643989563	FP_persistent	scerevisiae	scerevisiae	1029	test	0.15531498193740845	persistent_FP	-2.239171	-2.746055
S000000830	0	test	0	0.0103880343958735	0	3.518716695793955e-08	TN_stable	scerevisiae	scerevisiae	1029	test	-0.010387999208706542	TN_stable	1.0839661	2.0339036
S000000833	0	test	1	0.700125515460968	1	0.7975770831108093	FP_persistent	scerevisiae	scerevisiae	1029	test	0.09745156764984131	persistent_FP	-3.5356262	-2.274212
S000000858	0	test	0	0.3024150133132934	0	0.0124546140432357	TN_stable	scerevisiae	scerevisiae	1029	test	-0.2899603992700577	TN_stable	-0.4272847	-2.668916
S000000860	0	test	0	0.183223694562912	0	1.1961010386585258e-06	TN_stable	scerevisiae	scerevisiae	1029	test	-0.18322249846187333	TN_stable	-0.3918551	-3.8548074
S000000877	0	test	0	0.1963730603456497	0	0.000292958895443	TN_stable	scerevisiae	scerevisiae	1029	test	-0.19608010145020668	TN_stable	0.20097698	1.1772352
S000000884	1	test	1	0.958388328552246	1	0.9996129870414734	TP_stable	scerevisiae	scerevisiae	1029	test	0.041224658489227406	TP_stable	-4.761931	0.34272298
S000000891	0	test	0	0.4899953007698059	0	4.260949935996905e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.48995269127044594	TN_stable	-0.6175805	-0.6900598
S000000894	0	test	1	0.5303418636322021	0	0.0032507344149053	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.5270911292172968	FP_to_TN_corrected	-1.3914533	1.3933066
S000000895	1	test	0	0.4028961956501007	0	0.384857714176178	FN_persistent	scerevisiae	scerevisiae	1029	test	-0.01803848147392273	persistent_FN	-2.9669554	1.2527246
S000000896	1	test	1	0.656365692615509	1	0.9995194673538208	TP_stable	scerevisiae	scerevisiae	1029	test	0.34315377473831177	TP_stable	-3.8632963	-2.0248384
S000000917	0	test	0	0.0271485261619091	0	3.06956210449627e-10	TN_stable	scerevisiae	scerevisiae	1029	test	-0.02714852585495289	TN_stable	0.8996876	3.341426
S000000918	0	test	1	0.6076111197471619	0	0.0005997470580041	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6070113726891577	FP_to_TN_corrected	-1.5962027	0.24991783
S000000924	0	test	1	0.718192458152771	0	0.0685637965798378	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6496286615729332	FP_to_TN_corrected	-1.5849097	-0.46742985
S000000931	0	test	0	0.1621191054582595	0	0.0127804623916745	TN_stable	scerevisiae	scerevisiae	1029	test	-0.149338643066585	TN_stable	-0.53871447	1.1963745
S000000941	0	test	1	0.9637250900268556	1	0.5430863499641418	FP_persistent	scerevisiae	scerevisiae	1029	test	-0.42063874006271373	persistent_FP	-1.8516817	-0.6561089
S000000942	0	test	1	0.713670551776886	1	0.866938591003418	FP_persistent	scerevisiae	scerevisiae	1029	test	0.15326803922653198	persistent_FP	-3.7715988	0.8029234
S000000953	0	test	1	0.656531572341919	0	0.0018528706859797	FP_to_TN_corrected	scerevisiae	scerevisiae	1029	test	-0.6546787016559392	FP_to_TN_corrected	-0.93141085	-0.39113888
S000000969	0	test	0	0.1777877509593963	0	6.710946036037058e-05	TN_stable	scerevisiae	scerevisiae	1029	test	-0.17772064149903594	TN_stable	-1.1038704	2.7104504
S000000974	1	test	1	0.875756025314331	1	0.9866281151771544	TP_stable	scerevisiae	scerevisiae	1029	test	0.11087208986282338	TP_stable	-4.833987	0.15989755
