gene_id	split	split_source	split_strategy	random_seed
S000000824	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003390	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000927	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000605	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002597	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001078	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003279	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003307	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002620	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003323	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002172	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006292	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002263	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001693	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003571	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000007237	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001233	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001495	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005506	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005674	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002520	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004821	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001899	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003802	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005645	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004984	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004594	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002298	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001872	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001454	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002213	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004681	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004389	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003496	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005096	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000929	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004477	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000306	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005786	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002278	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000559	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001595	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002469	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004615	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003207	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001380	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002379	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005132	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003059	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003506	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005586	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004233	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002495	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004534	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005900	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000948	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005509	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001371	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001143	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000028509	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006111	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003330	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000510	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002716	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001049	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001114	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002781	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005202	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005788	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005798	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006311	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001855	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003404	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002835	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001856	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003730	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001062	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004903	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004117	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002571	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006379	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006043	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004068	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006307	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004035	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002575	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001525	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004564	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005206	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003586	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004557	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000291	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001239	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000761	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001007	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005648	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006047	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003954	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001149	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006347	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001368	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001889	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000032	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000146	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000292	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004096	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006382	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002976	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002420	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001608	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003029	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004607	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001065	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004931	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006138	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003959	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006152	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002761	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003033	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005546	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003098	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003084	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000959	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004056	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001449	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000314	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004599	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000438	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002719	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004339	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004824	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006229	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005189	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000469	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004213	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003043	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005057	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003379	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004603	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002619	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004315	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003777	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000295	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001925	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002588	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006214	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003139	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003041	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001865	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004306	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003088	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001461	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005047	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003999	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000728	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003036	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000072	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005394	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005495	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001938	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003510	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002769	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001746	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005257	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004198	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003703	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003995	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002452	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003352	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004881	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002367	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004952	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004187	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004119	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001605	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006348	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006154	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000935	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003570	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001345	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003443	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003096	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001770	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003849	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005804	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002749	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005483	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006245	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005056	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006290	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000170	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000131	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003542	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001656	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002939	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002201	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000752	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001516	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003563	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001111	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004719	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005933	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005899	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006289	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000557	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001061	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003633	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005046	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005685	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004000	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004065	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001127	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000914	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001313	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006316	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000344	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003322	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001353	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003080	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005294	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003926	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003202	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004485	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000136	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003175	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004266	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001716	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003608	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001663	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001144	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005574	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006064	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000001	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001948	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000805	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005252	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000441	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002812	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004249	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005176	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005863	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002979	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004684	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003547	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001497	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001543	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004050	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002732	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005400	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001284	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002255	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000810	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002567	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001447	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001511	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001377	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006003	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006314	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002325	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000895	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002525	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002162	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004284	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000114	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005231	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001208	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004573	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000823	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000781	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001679	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006038	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001116	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003837	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002643	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003825	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002290	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003314	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005984	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004012	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003499	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002845	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000264	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003315	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005250	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005427	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002733	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001571	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000065	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001082	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001209	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001185	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003873	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005782	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004451	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005336	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001160	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000066	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003081	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003626	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005326	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004831	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006298	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003411	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002675	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005601	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002300	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006006	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003012	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001877	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002579	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004630	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004212	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005675	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005931	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001787	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006173	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004595	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002165	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006252	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003551	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005820	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001507	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005603	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005669	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003237	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001231	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003448	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003407	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001542	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006237	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000456	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005102	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000347	test	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001084	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000001665	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005205	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002857	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004493	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003351	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002798	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000564	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005504	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004422	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005438	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002876	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003610	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000005736	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000006164	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000400	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000415	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002986	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000003605	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000004550	val	ProGATE_v2_stratified_rebuild	70/15/15	42
S000002459	train	ProGATE_v2_stratified_rebuild	70/15/15	42
S000000346	train	ProGATE_v2_stratified_rebuild	70/15/15	42
